904.4 1385.59 0 1 0
905.106 1386.45 1.112670661 0.837361941 -0.546648864
905.811 1387.31 2.224707081 0.837322273 -0.546709622
906.516 1388.17 3.336743502 0.837282654 -0.546770296
907.222 1389.03 4.449414163 0.837242807 -0.54683131
907.927 1389.89 5.561450583 0.837203285 -0.546891817
908.632 1390.75 6.673487003 0.837163811 -0.54695224
909.338 1391.6 7.778446731 0.83712231 -0.547015757
910.043 1392.46 8.890483151 0.837082933 -0.547076012
910.749 1393.32 10.00315381 0.837043329 -0.547136605
911.454 1394.18 11.11519023 0.837004048 -0.547196695
912.159 1395.04 12.22722665 0.836964816 -0.547256702
912.865 1395.9 13.33989731 0.836925356 -0.547317046
913.57 1396.76 14.45193373 0.836886218 -0.547376888
914.275 1397.61 15.55625479 0.836845334 -0.547439391
914.981 1398.47 16.66892545 0.836806018 -0.547499487
915.686 1399.33 17.78096187 0.836767024 -0.547559081
916.392 1400.19 18.89363253 0.836727803 -0.547619013
917.097 1401.05 20.00566896 0.836688904 -0.547678444
917.802 1401.91 21.11770538 0.836650052 -0.547737794
918.508 1402.76 22.2226651 0.836609183 -0.547800214
919.213 1403.62 23.33470152 0.836570426 -0.5478594
919.919 1404.48 24.44737218 0.836531443 -0.547918922
920.624 1405.34 25.5594086 0.836492779 -0.547977947
921.329 1406.2 26.67144503 0.836454162 -0.548036892
922.035 1407.06 27.78411569 0.83641532 -0.548096172
922.74 1407.92 28.89615211 0.836376796 -0.548154955
923.445 1408.77 30.00047316 0.836336535 -0.548216381
924.151 1409.63 31.11314383 0.836297833 -0.548275419
924.856 1410.49 32.22518025 0.836259449 -0.548333961
925.562 1411.35 33.33785091 0.83622084 -0.548392839
926.267 1412.21 34.44988733 0.836182549 -0.548451223
926.972 1413.07 35.56192375 0.836144305 -0.548509528
927.678 1413.93 36.67459441 0.836105834 -0.548568167
928.383 1414.78 37.77891547 0.836065903 -0.548629024
928.467 1414.89 37.91732067 0.8360627 -0.548633905
929.172 1415.74 39.02164173 0.83602282 -0.548694673
929.878 1416.6 40.13431239 0.835984495 -0.548753064
930.583 1417.46 41.24634881 0.835946485 -0.548810963
931.288 1418.32 42.35838523 0.835908522 -0.548868785
931.994 1419.18 43.47105589 0.835870333 -0.54892694
932.699 1420.04 44.58309231 0.835832461 -0.548984606
933.404 1420.9 45.69512873 0.835794633 -0.549042194
934.11 1421.75 46.80008846 0.835754809 -0.549102813
934.815 1422.61 47.91212488 0.835717073 -0.549160245
935.521 1423.47 49.02479554 0.835679112 -0.549218009
936.226 1424.33 50.13683196 0.835641467 -0.549275286
936.931 1425.19 51.24886838 0.835603866 -0.549332486
937.637 1426.05 52.36153904 0.83556604 -0.549390018
938.342 1426.9 53.4658601 0.835526761 -0.549449753
939.05 1427.76 54.57980085 0.83548849 -0.549507947
939.767 1428.62 55.6994834 0.835447847 -0.549569736
940.491 1429.49 56.83132968 0.83540714 -0.549631614
941.217 1430.35 57.95679669 0.83536418 -0.549696905
941.946 1431.21 59.08420123 0.835320467 -0.549763328
942.678 1432.07 60.21354795 0.835276003 -0.549830882
943.412 1432.92 61.33660449 0.835229293 -0.549901835
944.149 1433.78 62.46919841 0.835183597 -0.549971235
944.888 1434.63 63.59552918 0.835135659 -0.550044027
945.628 1435.48 64.72251632 0.835087509 -0.550117125
946.372 1436.32 65.84462861 0.835036588 -0.550194417
947.119 1437.17 66.97622439 0.834986683 -0.550270151
947.869 1438.01 68.10232385 0.834934278 -0.550349663
948.621 1438.85 69.22975633 0.834881399 -0.550429877
949.375 1439.69 70.3585238 0.834828049 -0.55051079
950.131 1440.52 71.48121521 0.834772469 -0.550595064
950.89 1441.35 72.60592895 0.834716155 -0.550680435
951.653 1442.18 73.73334591 0.834658839 -0.550767303
952.417 1443.01 74.86143988 0.834601323 -0.550854456
953.185 1443.84 75.99224667 0.834542809 -0.550943101
953.954 1444.66 77.11641792 0.834482341 -0.551034684
954.727 1445.48 78.24332918 0.834420878 -0.551127751
955.499 1446.3 79.36955474 0.834359749 -0.55122029
956.277 1447.12 80.49990159 0.834297097 -0.551315112
957.056 1447.93 81.62370807 0.834232498 -0.551412857
957.839 1448.74 82.75029095 0.83416691 -0.551512072
958.623 1449.55 83.87756909 0.83410113 -0.551611553
959.41 1450.36 85.00693573 0.834034627 -0.5517121
960.2 1451.17 86.13839496 0.833967403 -0.551813709
960.99 1451.97 87.26271698 0.833898504 -0.551917824
961.784 1452.77 88.38985317 0.833828622 -0.552023395
962.581 1453.56 89.51204255 0.833756275 -0.55213266
963.38 1454.36 90.64270652 0.833685225 -0.552239935
964.182 1455.15 91.76845249 0.833611712 -0.552350897
964.986 1455.94 92.89562417 0.83353775 -0.552462505
