928.467 1414.89 0 1 0
929.172 1415.74 1.11111 0.836024 -0.548694
929.878 1416.6 2.22222 0.835985 -0.548752
930.583 1417.46 3.33333 0.835947 -0.548811
931.288 1418.32 4.44444 0.835908 -0.548869
931.994 1419.18 5.55556 0.83587 -0.548927
932.699 1420.04 6.66667 0.835832 -0.548986
933.404 1420.9 7.77778 0.835794 -0.549044
934.11 1421.75 8.88889 0.835755 -0.549102
934.815 1422.61 10 0.835717 -0.54916
935.521 1423.47 11.1111 0.835679 -0.549218
936.226 1424.33 12.2222 0.835641 -0.549276
936.931 1425.19 13.3333 0.835603 -0.549333
937.637 1426.05 14.4444 0.835565 -0.549391
938.342 1426.9 15.5555 0.835528 -0.549449
939.05 1427.76 16.6673 0.835489 -0.549507
939.767 1428.62 17.7884 0.835448 -0.549569
940.491 1429.49 18.9155 0.835407 -0.549632
941.217 1430.35 20.043 0.835364 -0.549697
941.946 1431.21 21.1704 0.83532 -0.549764
942.678 1432.07 22.2979 0.835276 -0.549831
943.412 1432.92 23.4254 0.83523 -0.549901
944.149 1433.78 24.5528 0.835183 -0.549972
944.888 1434.63 25.6803 0.835135 -0.550044
945.628 1435.48 26.8049 0.835087 -0.550118
946.372 1436.32 27.9325 0.835037 -0.550194
947.119 1437.17 29.0599 0.834986 -0.550271
947.869 1438.01 30.1874 0.834934 -0.55035
948.621 1438.85 31.3149 0.834881 -0.55043
949.375 1439.69 32.4424 0.834827 -0.550512
950.131 1440.52 33.5671 0.834773 -0.550595
950.89 1441.35 34.6945 0.834717 -0.55068
951.653 1442.18 35.822 0.83466 -0.550766
952.417 1443.01 36.9495 0.834602 -0.550854
953.185 1443.84 38.077 0.834543 -0.550943
953.954 1444.66 39.2045 0.834483 -0.551034
954.727 1445.48 40.332 0.834422 -0.551127
955.499 1446.3 41.4567 0.83436 -0.55122
956.277 1447.12 42.5842 0.834297 -0.551316
957.056 1447.93 43.7117 0.834233 -0.551412
957.839 1448.74 44.8392 0.834168 -0.551511
958.623 1449.55 45.9667 0.834102 -0.551611
959.41 1450.36 47.0942 0.834035 -0.551712
960.2 1451.17 48.2217 0.833967 -0.551815
960.99 1451.97 49.3463 0.833898 -0.551919
961.784 1452.77 50.4739 0.833828 -0.552024
962.581 1453.56 51.6014 0.833757 -0.552132
963.38 1454.36 52.7289 0.833685 -0.55224
964.182 1455.15 53.8564 0.833612 -0.55235
964.986 1455.94 54.9839 0.833538 -0.552462
965.791 1456.73 56.1086 0.833464 -0.552574
966.599 1457.51 57.2361 0.833388 -0.552689
967.411 1458.3 58.3637 0.833311 -0.552805
968.224 1459.08 59.4912 0.833233 -0.552922
969.04 1459.86 60.6187 0.833154 -0.553041
969.858 1460.63 61.7462 0.833075 -0.553161
970.679 1461.41 62.8737 0.832994 -0.553282
971.5 1462.17 63.9984 0.832912 -0.553405
972.325 1462.94 65.126 0.83283 -0.553529
973.153 1463.71 66.2535 0.832746 -0.553655
973.983 1464.47 67.381 0.832661 -0.553782
974.815 1465.23 68.5085 0.832576 -0.553911
975.65 1465.99 69.6361 0.832489 -0.554041
976.487 1466.75 70.7636 0.832402 -0.554172
977.324 1467.5 71.8883 0.832314 -0.554305
978.166 1468.25 73.0159 0.832224 -0.554439
979.009 1468.99 74.1434 0.832134 -0.554574
979.855 1469.74 75.2709 0.832043 -0.554711
980.704 1470.48 76.3985 0.831951 -0.55485
981.554 1471.22 77.526 0.831857 -0.554989
982.405 1471.96 78.6507 0.831764 -0.55513
983.26 1472.69 79.7783 0.831669 -0.555272
984.117 1473.43 80.9058 0.831573 -0.555416
984.977 1474.16 82.0334 0.831476 -0.555561
985.838 1474.88 83.1609 0.831378 -0.555708
986.702 1475.61 84.2885 0.831279 -0.555855
987.568 1476.33 85.416 0.831179 -0.556005
988.434 1477.05 86.5407 0.831079 -0.556155
989.305 1477.76 87.6683 0.830977 -0.556306
990.177 1478.48 88.7959 0.830875 -0.556459
991.052 1479.19 89.9234 0.830771 -0.556614
991.929 1479.9 91.051 0.830667 -0.55677
992.808 1480.6 92.1786 0.830562 -0.556927
993.687 1481.31 93.3033 0.830456 -0.557085
994.571 1482.01 94.4309 0.830349 -0.557244
995.456 1482.71 95.5584 0.83024 -0.557405
996.344 1483.4 96.686 0.830132 -0.557568
